AD730,7117,"COVENTRY / BELFAST",45.421528,-75.648276
AD780,5867,"BELFAST / COVENTRY",45.420955,-75.647403
AD790,8586,"BELFAST / COVENTRY",45.421052,-75.647235
AD800,4402,"FRANCES / QUEEN MARY",45.425715,-75.647381
AD805,4403,"FRANCES / KING GEORGE",45.426387,-75.647486
AD810,4405,"FRANCES / DONALD",45.428243,-75.647896
AE010,1371,"TREMBLAY / VIA RAIL ( B )",45.418402,-75.652311
AE015,3024,VIA-RAIL,45.416745,-75.652214
AE020,1369,"TREMBLAY / VIA RAIL ( A )",45.418325,-75.651649
AE040,1836,"TREMBLAY / BELFAST",45.418719,-75.646827
AE050,1837,"TREMBLAY / AVENUE K",45.418478,-75.648924
AE060,1849,"TREMBLAY / AVENUE P",45.418748,-75.644408
AE080,7124,"TREMBLAY / AVENUE R",45.419044,-75.642180
AE090,7126,"TREMBLAY / AVENUE R",45.418885,-75.642540
AE120,1574,"TREMBLAY / AVENUE U",45.419246,-75.639110
AE130,7127,"TREMBLAY / AVENUE U",45.419138,-75.639125
AE140,7129,"TREMBLAY / AD. 529",45.419116,-75.636263
AE150,7128,"TREMBLAY / AD. 530",45.418964,-75.636355
AE220,8595,"BELFAST / TRAINYARDS",45.414606,-75.641902
AE235,8587,"TRAINYARDS / TERMINAL",45.413885,-75.643439
AE241,8585,"TRAINYARDS / BELFAST",45.414395,-75.643318
AE260,8582,"BELFAST / AD. 805",45.413686,-75.639310
AE265,8583,"BELFAST / AD. 830",45.412789,-75.637618
AE270,8584,"BELFAST / AD. 869",45.413034,-75.637747
AE320,8541,"INDUSTRIAL / ST LAURENT",45.406642,-75.627715
AE325,7137,"831 INDUSTRIAL",45.408088,-75.633212
AE330,8548,"INDUSTRIAL / ST LAURENT",45.406151,-75.630546
AE335,8546,"830 INDUSTRIAL",45.407228,-75.632548
AE340,7158,"INDUSTRIAL / RUSSELL",45.408838,-75.634810
AE351,742,"INDUSTRIAL / RUSSELL",45.409101,-75.635100
AE355,1188,"INDUSTRIAL / RUSSELL",45.409955,-75.637607
AE360,1189,"INDUSTRIAL / RUSSELL",45.409872,-75.637583
AE370,1714,"695 INDUSTRIAL",45.410323,-75.638598
AE375,1715,"700 INDUSTRIAL",45.410490,-75.639987
AE450,8629,"NEIGHBOURHOOD / CORONATION",45.410259,-75.652763
AE480,1392,"ROLLAND / NEIGHBOURHOOD WAY",45.409455,-75.653453
AE495,3641,"CORONATION / NEIGHBOURHOOD",45.410293,-75.652418
AE500,8560,"CORONATION / AD. 466",45.410705,-75.649754
AE510,8556,"CORONATION / AD. 466",45.410571,-75.649859
AE520,8559,"CORONATION / CHOMLEY",45.410621,-75.645770
AE530,7144,"CORONATION / CHOMLEY",45.410509,-75.646372
AE540,7145,"CORONATION / WEYBURN",45.410046,-75.642240
AE550,7146,"CORONATION / WEYBURN",45.409875,-75.642255
AE560,8558,"CORONATION / BOTSFORD",45.409154,-75.638687
AE570,8557,"CORONATION / BOTSFORD",45.409049,-75.638740
AE580,7147,"CORONATION / RUSSELL",45.408736,-75.636766
AE590,7150,"CORONATION / RUSSELL",45.408499,-75.636361
AE600,7148,"RUSSELL / SHELLEY",45.407556,-75.635506
AE610,7151,"RUSSELL / SHELLEY",45.407313,-75.635485
AE620,7149,"RUSSELL / THIRSK",45.406200,-75.634450
AE625,8354,"RUSSELL / PERLEY HOSPITAL",45.404597,-75.633103
AE630,7163,"RUSSELL / THIRSK",45.406032,-75.634540
AE635,7155,"RUSSELL / PERLEY HOSPITAL",45.404527,-75.633244
AE640,8355,"RUSSELL / HAIG",45.403711,-75.632448
AE650,7152,"RUSSELL / HAIG",45.403390,-75.631968
AE660,7156,"RUSSELL / CUBA",45.402162,-75.629010
AE670,7153,"RUSSELL / CUBA",45.402186,-75.628652
AE680,7154,"RUSSELL / AD. 1909",45.401737,-75.626424
AE690,7157,"RUSSELL / AD. 1909",45.401585,-75.626528
AE700,3395,"TERMINAL / TRAINYARDS",45.415017,-75.646329
AE705,3396,"TERMINAL / TRAINYARDS",45.415190,-75.645381
AE710,3397,"TERMINAL / WALMART ENT.",45.414778,-75.649348
AE715,3398,"TERMINAL / WALMART ENT.",45.414946,-75.648975
AE720,1951,"TERMINAL / SANDFORD FLEMING",45.414312,-75.655234
AE721,1802,"TERMINAL / SANDFORD FLEMING",45.414193,-75.656653
AE726,1801,"TERMINAL / SANDFORD FLEMING",45.414338,-75.656676
AE800,7074,"INDUSTRIAL GARAGE / BELFAST",45.412215,-75.637307
AE810,7073,"INDUSTRIAL GARAGE / BELFAST",45.412268,-75.637402
AE815,1187,"TRAINYARD MALL / ROAD TO BELFAST",45.411127,-75.638516
AE820,1186,"TRAINYARD MALL / ROAD TO BELFAST",45.411792,-75.639365
AE990,3024,"TREMBLAY O-TRAIN WEST / OUEST",45.416554,-75.654048
AE995,3024,"TREMBLAY O-TRAIN EAST / EST",45.416572,-75.653993
AF075,1868,"TRANSITWAY / TERMINAL",45.412351,-75.658982
AF080,1869,"TRANSITWAY / TERMINAL",45.412308,-75.659683
AF100,8552,"SANDFORD FLEMING / INDUSTRIAL",45.412890,-75.655675
AF105,8626,"ALTA VISTA / ROLLAND",45.411273,-75.655929
AF110,8544,"ALTA VISTA / CALEDON",45.410311,-75.657260
AF120,8209,"ALTA VISTA / CALEDON",45.410157,-75.657160
AF130,7164,"ALTA VISTA / DALE",45.408788,-75.658177
AF140,7165,"ALTA VISTA / DORION",45.408266,-75.658210
AF150,8219,"ALTA VISTA / DORION",45.407828,-75.658676
AF160,7166,"ALTA VISTA / CLUNY",45.405007,-75.660228
AF170,7167,"ALTA VISTA / BALFOUR",45.405052,-75.660442
AF180,8220,"ALTA VISTA / VALOUR",45.402785,-75.661842
AF190,8208,"ALTA VISTA / VALOUR",45.402828,-75.661561
AF210,7170,"ALTA VISTA / SMYTH",45.399726,-75.661824
AF220,7168,"ALTA VISTA / SMYTH",45.400908,-75.662304
AF230,7169,"ALTA VISTA / SMYTH",45.399223,-75.661921
AF240,8234,"SMYTH / ALTA VISTA",45.398594,-75.662045
AF270,2401,"SMYTH / RIVERSIDE",45.399044,-75.667084
AF280,7171,"SMYTH / RIVERSIDE",45.398944,-75.666957
AF300,8300,"HOSPITAL LINK / ALTA VISTA",45.403625,-75.660816
AF305,8301,"HOSPITAL LINK / ALTA VISTA",45.403738,-75.661469
AF910,3023,"HURDMAN A",45.412187,-75.665044
AF920,3023,"HURDMAN B",45.412144,-75.665557
AF930,3023,"HURDMAN C",45.412109,-75.666320
AF940,3023,"HURDMAN D",45.412082,-75.666889
AF950,3023,"HURDMAN E",45.412042,-75.667212
AF965,3030,"LYCÉE CLAUDEL 1A",45.406630,-75.664470
AF970,3030,"LYCÉE CLAUDEL 2A",45.406614,-75.664225
AF975,3031,"SMYTH 1A",45.401180,-75.666742
AF980,3031,"SMYTH 2A",45.401167,-75.666591
AF990,3023,"HURDMAN O-TRAIN WEST / OUEST",45.412316,-75.664800
AF995,3023,"HURDMAN O-TRAIN EAST / EST",45.412381,-75.663798
AG040,8555,"RIVERSIDE / PLEASANT PARK",45.393045,-75.672383
AG105,8216,"PLEASANT PARK / CABOT",45.392779,-75.671684
AG120,2327,"PLEASANT PARK / CABOT",45.392680,-75.671647
AG150,8240,"PLEASANT PARK / CAVENDISH",45.392975,-75.665295
AG160,8242,"PLEASANT PARK / CAVENDISH",45.392805,-75.665336
AG180,7173,"PLEASANT PARK / ALTA VISTA",45.393020,-75.662791
AG190,8207,"ALTA VISTA / SMYTH",45.398068,-75.661542
AG200,7174,"ALTA VISTA / CRESTVIEW",45.396354,-75.662180
AG210,8228,"ALTA VISTA / CRESTVIEW",45.395602,-75.662689
AG220,7175,"ALTA VISTA / BILLINGS",45.394549,-75.662679
AG240,8206,"ALTA VISTA / PLEASANT PARK",45.393432,-75.662594
AG250,7176,"ALTA VISTA / PLEASANT PARK",45.393172,-75.662687
AG260,8227,"ALTA VISTA / MOUNTBATTEN",45.391694,-75.662415
AG270,837,"ALTA VISTA / SUMMIT",45.391359,-75.662126
AG280,7178,"ALTA VISTA / CUNNINGHAM",45.389285,-75.662732
AG290,7177,"ALTA VISTA / CUNNINGHAM",45.388676,-75.663085
AG300,5851,"ALTA VISTA / KILBORN",45.386730,-75.662833
AG310,5705,"ALTA VISTA / KILBORN",45.386503,-75.662568
AG320,8226,"ALTA VISTA / ORILLIA",45.385244,-75.662600
AG330,5709,"ALTA VISTA / CLONTARF",45.385080,-75.662423
AG340,7180,"ALTA VISTA / RANDALL",45.383837,-75.662199
AG350,7179,"ALTA VISTA / RANDALL",45.382883,-75.662213
AG360,8422,"ALTA VISTA / PALEN",45.382052,-75.661804
AG370,8423,"ALTA VISTA / WESMAR",45.381747,-75.661898
AG380,7181,"ALTA VISTA / WESMAR",45.379863,-75.661441
AG480,8231,"HERON / ALTA VISTA",45.379039,-75.661912
AG500,7187,"HERON / EVANS",45.378899,-75.664554
AG510,8427,"HERON / EDGEHILL",45.378725,-75.664598
AG520,8286,"HERON / BANK",45.378769,-75.666845
AG525,1166,"HERON / BANK",45.378527,-75.666964
AG540,8225,"KILBORN / ALTA VISTA",45.386551,-75.662951
AG550,7189,"KILBORN / LILAC",45.386352,-75.665303
AG560,7188,"KILBORN / LILAC",45.386479,-75.665442
AG570,8224,"KILBORN / BEAVER",45.386197,-75.667489
AG580,8203,"KILBORN / BLOSSOM",45.386212,-75.669532
AG590,7190,"KILBORN / UTAH",45.386033,-75.669663
AG600,7192,"LAMIRA / ROONEY'S LANE",45.385133,-75.670889
AG610,7191,"LAMIRA / ROONEY'S LANE",45.384548,-75.670885
AG900,3032,"RIVERSIDE 2A",45.396770,-75.669226
AG910,3032,"RIVERSIDE 1A",45.396702,-75.669491
AG920,3033,"PLEASANT PARK 2A",45.392725,-75.669233
AG930,3033,"PLEASANT PARK 1A",45.392908,-75.669456
AG940,3033,"PLEASANT PARK 4A",45.392787,-75.669117
AG950,3033,"PLEASANT PARK 3A",45.392755,-75.669615
AH010,8384,"WALKLEY / BANK",45.370585,-75.662663
AH020,8404,"WALKLEY / BANFF",45.371198,-75.661505
AH030,7193,"WALKLEY / SIBLINGS",45.371680,-75.659812
AH040,7195,"WALKLEY / HAMPSTEAD",45.371976,-75.659642
AH050,7194,"WALKLEY / HAMPSTEAD",45.372387,-75.658078
AH060,7196,"WALKLEY / JASPER",45.373063,-75.656894
AH090,8390,"WALKLEY / JASPER",45.373148,-75.656344
AH095,7197,"ALBION / WALKLEY",45.372818,-75.653764
AH110,8536,"WALKLEY / BAYCREST",45.376375,-75.648520
AH115,7198,"WALKLEY / HEATHERINGTON",45.377709,-75.645244
AH120,5818,"WALKLEY / AD. 1570",45.376528,-75.648479
AH125,1087,"WALKLEY / HEATHERINGTON",45.377827,-75.645370
AH130,8387,"WALKLEY / HEATHERINGTON",45.378097,-75.644140
AH140,8399,"WALKLEY / AD. 1680",45.378826,-75.642929
AH160,7201,"WALKLEY / HERON",45.379310,-75.641555
AH170,7199,"WALKLEY / HERON",45.379121,-75.641494
AH180,7202,"WALKLEY / HOLLY",45.379938,-75.640013
AH190,7200,"WALKLEY / HOLLY",45.379766,-75.639939
AH220,5806,"HEATHERINGTON / FAIRLEA",45.377525,-75.644608
AH230,8400,"HEATHERINGTON / FAIRLEA",45.376434,-75.644226
AH240,7203,"HEATHERINGTON / ANGELA",45.375039,-75.643701
AH250,8386,"HEATHERINGTON / FAIRLEA",45.375158,-75.643482
AH260,7204,"HEATHERINGTON / BANNERHILL",45.373968,-75.644279
AH270,7205,"HEATHERINGTON / BANNERHILL",45.373726,-75.644410
AH280,8401,"HEATHERINGTON / AD. 1560",45.373087,-75.648110
AH290,8385,"HEATHERINGTON / AD. 1535",45.373028,-75.648634
AH300,7206,"HEATHERINGTON / AD. 1476",45.373373,-75.650212
AH310,7208,"HEATHERINGTON / AD. 1485",45.373229,-75.650189
AH320,7207,"HEATHERINGTON / AD. 1455",45.372835,-75.651739
AH330,7209,"HEATHERINGTON / AD. 1455",45.372744,-75.651498
AH340,8402,"HEATHERINGTON / ALBION",45.372288,-75.653126
AH350,7210,"HEATHERINGTON / ALBION",45.372240,-75.652731
AH360,8403,"ALBION / WALKLEY",45.373834,-75.654137
AH470,5899,"BAYCREST / HERON",45.379007,-75.652732
AH480,1917,"BAYCREST / HERON",45.379160,-75.652692
AH490,5880,"BAYCREST / CEDARWOOD",45.377509,-75.650993
AH500,2394,"BAYCREST / CEDARWOOD",45.377673,-75.651182
AH510,1924,"BAYCREST / WALKLEY",45.376518,-75.649629
AI010,8937,"KILBORN / ALTA VISTA",45.386719,-75.662540
AI030,8201,"KILBORN / BRAESIDE",45.386884,-75.660468
AI040,8307,"KILBORN / BRAESIDE",45.386730,-75.660317
AI050,7213,"KILBORN / WEBSTER",45.387119,-75.657030
AI060,7211,"KILBORN / WEBSTER",45.386966,-75.656981
AI070,8200,"KILBORN / PROSPECT",45.387308,-75.654511
AI080,7212,"KILBORN / PROSPECT",45.387121,-75.654808
AI090,7214,"KILBORN / FEATHERSTON",45.387502,-75.651558
AI100,8415,"KILBORN / FEATHERSTON",45.387348,-75.651407
AI110,7215,"KILBORN / PLAYFAIR",45.387658,-75.649513
AI120,7216,"KILBORN / PLAYFAIR",45.387495,-75.649375
AI140,7227,"KILBORN / VIRGINIA",45.387897,-75.645461
AI150,8416,"KILBORN / VIRGINIA",45.387912,-75.643826
AI160,8418,"KILBORN / BEAUMONT",45.388097,-75.643287
AI170,7229,"KILBORN / DELMAR",45.388309,-75.640321
AI180,7228,"KILBORN / DELMAR",45.388162,-75.639953
AI190,7230,"KILBORN / FEATHERSTON",45.388393,-75.638404
AI200,8911,"KILBORN / FEATHERSTON",45.388396,-75.637625
AI230,8333,"KILBORN / HAIG",45.389459,-75.635578
AI240,8331,"KILBORN / HAIG",45.389307,-75.635440
AI295,8414,"FEATHERSTON / RYDER",45.384251,-75.636858
AI300,8411,"FEATHERSTON / RYDER",45.384537,-75.636636
AI310,7219,"FEATHERSTON / CONNECTICUT",45.383558,-75.639141
AI320,1353,"FEATHERSTON / CONNECTICUT",45.383403,-75.638990
AI330,8410,"FEATHERSTON / VIRGINIA",45.383197,-75.642595
AI340,7220,"FEATHERSTON / VIRGINIA",45.383228,-75.643156
AI350,7221,"FEATHERSTON / JEFFERSON",45.383181,-75.644165
AI360,7223,"JEFFERSON / FEATHERSTON",45.382934,-75.644731
AI370,7222,"JEFFERSON / ARIZONA",45.381655,-75.644623
AI380,7224,"JEFFERSON / HERON",45.380690,-75.644318
AI400,8398,"RYDER / WALKLEY",45.382486,-75.634318
AI450,5823,"HERON / JEFFERSON",45.380280,-75.644886
AI460,8393,"HERON / SANDALWOOD",45.379820,-75.648366
AI470,8818,"HERON / BRIARHILL",45.379937,-75.649565
AI480,8397,"HERON / BAYCREST",45.379659,-75.653348
AI490,4083,"HERON / BAYCREST",45.379544,-75.652328
AI500,7225,"HERON / FINN",45.379449,-75.656544
AI510,8392,"HERON / FINN",45.379331,-75.656469
AI521,9005,"HERON / ALTA VISTA",45.379102,-75.660762
AI530,7226,"HERON / ALTA VISTA",45.378982,-75.660317
AJ005,1806,"RING ROAD / TOH GENERAL CAMPUS",45.399930,-75.648735
AJ006,7044,"RING ROAD / TOH GENERAL CAMPUS",45.399679,-75.648561
AJ007,7045,"RING ROAD / CHEO HOSPITAL",45.400694,-75.652444
AJ008,7072,"CHEO HOSPITAL",45.399745,-75.650965
AJ010,1808,"RING ROAD / CHILDRENS HOSPITAL",45.400849,-75.652401
AJ015,7231,"RING ROAD / RONALD MCDONALD HOUSE",45.402166,-75.653431
AJ020,1591,"RING ROAD / Rehab (TOH)",45.402968,-75.649785
AJ022,7232,"RING ROAD",45.403666,-75.648560
AJ025,2089,"RING ROAD",45.403384,-75.646249
AJ028,7233,"RING ROAD / CANCER CENTRE",45.402140,-75.645227
AJ030,7234,"RING ROAD / TOH GENERAL CAMPUS",45.400001,-75.647445
AJ080,8210,"SMYTH / ALTA VISTA",45.398632,-75.661201
AJ090,8222,"SMYTH / FAIRBANKS",45.398494,-75.659492
AJ100,7235,"SMYTH / VALOUR",45.398748,-75.658505
AJ110,7237,"SMYTH / BARNHART",45.398838,-75.654978
AJ120,7236,"SMYTH / BARNHART",45.398922,-75.655360
AJ130,7238,"SMYTH / SOUTHHAVEN",45.398927,-75.653569
AJ150,7239,"SMYTH / HIGHLAND",45.399180,-75.650069
AJ180,8565,"SMYTH / LYNDA",45.399390,-75.646910
AJ190,8564,"SMYTH / LYNDA",45.399652,-75.645743
AJ200,7244,"SMYTH / ROGER GUINDON",45.399886,-75.642240
AJ203,3343,"SMYTH / FRANCO-CITÉ",45.399935,-75.641511
AJ210,7242,"SMYTH / ROGER GUINDON",45.399655,-75.642614
AJ220,8563,"SMYTH / BOTSFORD STREET SOUTH",45.400075,-75.639797
AJ230,7243,"SMYTH / DAUPHIN",45.399899,-75.639149
AJ240,7245,"SMYTH / HAIG",45.400417,-75.635104
AJ250,8358,"SMYTH / HAIG",45.400274,-75.634008
AJ260,8568,"SMYTH / SAUNDERSON",45.400685,-75.631243
AJ270,7246,"SMYTH / SAUNDERSON",45.400477,-75.631131
AJ280,8356,"SMYTH / CUBA",45.400880,-75.628506
AJ290,8360,"SMYTH / CUBA",45.400672,-75.628369
AJ300,8351,"SMYTH / RUSSELL",45.400972,-75.626333
AJ310,7247,"SMYTH / OTHELLO",45.400843,-75.626016
AJ320,8239,"PLEASANT PARK / ALTA VISTA",45.393179,-75.662457
